date,open,high,low,close,volume,adjclose,dividends,splits,returns,volatility
2018-04-30,51.92076165335519,52.48768288748605,51.22026407150995,51.78480947585333,39729428.571428575,51.599407922653924,0.0,0.0,-0.051117516683737096,0.02818196137853714
2018-05-31,53.201067837801844,53.798940658569336,52.9228068265048,53.4637955752286,28954000.0,53.272382562810726,0.0,0.0,0.03242236117640229,0.04237561259028898
2018-06-30,56.819809868222194,57.32549776349749,56.39349764869327,56.881333305722194,30567619.04761905,56.677684420631046,0.0,0.0,0.06392246214640962,0.05944936820977476
2018-07-31,59.173214322044736,59.83462379092262,58.698861621675036,59.379523686000276,30419142.85714286,59.16693078903925,0.0,0.0,0.04391933781088109,0.015940314802605694
2018-08-31,61.30784772789997,61.75079992543096,60.861554187277086,61.28358724842901,25050782.608695652,61.064177305802055,0.0,0.0,0.03206599516759567,0.016101041391651274
2018-09-30,58.84392085828279,59.2886185897024,58.243447153191816,58.79044703433388,30381473.684210528,58.57996348330849,0.0,0.0,-0.04068201574309138,0.04580786658505433
2018-10-31,55.804108827010445,56.61364348038383,54.777573958687164,55.54702211462933,42169304.347826086,55.3481505020805,0.0,0.0,-0.05516925564743391,0.04674780243724214
2018-11-30,52.7485716683524,53.40099770682199,52.07546143304734,52.808119092668804,34985809.52380952,52.61905361357189,0.0,0.0,-0.04930782444855175,0.007287444357345021
2018-12-31,52.131000117251745,52.96618391338148,51.17840817100123,51.871026490864004,42376421.05263158,51.68531558388158,0.0,0.0,-0.017745245601480608,0.020129204683313685
2019-01-31,53.471119290306454,54.03989773704892,52.916852133614675,53.61321403866722,29251428.57142857,53.421265738351,0.0,0.0,0.033586912159839555,0.0418384276339452
2019-02-28,55.629552339252676,56.14060492264597,55.2036391810367,55.712105198910365,30455473.684210528,55.51264270983244,0.0,0.0,0.03914877235827152,0.03136572967668312
2019-03-31,58.85074942452567,59.38119761149088,58.37607610793341,58.95988137381418,30104095.23809524,58.7487911042713,0.0,0.0,0.05829570051914801,0.012961888809440311
2019-04-30,61.15502421061198,61.50836417788551,60.833285740443635,61.311309814453125,26528761.904761903,61.09180123465402,0.0,0.0,0.03988184414253215,0.010849058015155668
2019-05-31,57.515431664206766,58.064077377319336,57.019420103593305,57.53815945712003,30288545.454545453,57.33215956254439,0.0,0.0,-0.061540854846771076,0.06453220640231051
2019-06-30,54.20135021209717,54.55042495727539,53.64086723327637,54.056125450134275,34096800.0,53.862591934204104,0.0,0.0,-0.06051695339603058,0.05826309694201089
2019-07-31,57.46661376953125,57.94454574584961,57.11215261979537,57.60384074124423,29953272.727272727,57.3976053758101,0.0,0.0,0.06563021411825476,0.07312846804057153
2019-08-31,59.06509069962935,59.61622064763849,58.53916358947754,59.03434111855247,26256727.272727273,58.82298469543457,0.0,0.0,0.024833428333670193,0.06437154296689918
2019-09-30,60.8799503326416,61.44461250305176,60.48142509460449,61.04197483062744,26899400.0,60.823429870605466,0.0,0.0,0.03400788289694101,0.02140295999294359
2019-10-31,61.54049997744353,62.113038602082625,61.19615206511124,61.63558694590693,25007217.391304348,61.414916826331094,0.0,0.0,0.009724656386263408,0.01226186973277412
2019-11-30,65.11742420196533,65.57494716644287,64.82123489379883,65.2139497756958,24923700.0,64.98046913146973,0.0,0.0,0.058056779840983896,0.02416615640255466
2019-12-31,67.04307192847843,67.40892610095796,66.70195897420247,67.04338073730469,26054380.95238095,66.80335053943452,0.0,0.0,0.028052758503123387,0.02439998217653436
2020-01-31,71.63397689092727,72.24751899355934,71.18927074614025,71.8326910109747,32087238.095238097,71.5755135672433,0.0,0.0,0.0714359832145206,0.02221616740766664
2020-02-29,73.13928905286286,73.96886845638878,72.40523227892425,73.20552625154194,39032210.526315786,72.94343486585115,0.0,0.0,0.019111582026201113,0.027987770492565896
2020-03-31,59.166545694524594,60.816198175603695,57.570254759355024,59.41970478404652,64901909.09090909,59.20696865428578,0.0,0.0,-0.18831669000545193,0.1373776924168522
2020-04-30,61.748130798339844,62.602530343191965,60.78031685238793,61.70702325730097,44128666.666666664,61.486097608293804,0.0,0.0,0.038494268593888714,0.12572813760741233
2020-05-31,68.86059379577637,69.77301788330078,68.20441780090331,69.05568733215333,31866300.0,68.80845184326172,0.0,0.0,0.11908959130267216,0.15939334928146273
2020-06-30,71.50322688709606,72.32635671442205,70.64067563143644,71.55238619717684,35298545.45454545,71.29621228304777,0.0,0.0,0.0361548672167904,0.04722154751900418
2020-07-31,75.44963767311789,76.50368152965198,74.5786361694336,75.67865926569158,32042727.272727273,75.40771137584339,0.0,0.0,0.057667847437292696,0.04303798205584092
2020-08-31,76.97430892217727,77.96138327462333,76.47021484375,77.29723866780598,36029428.571428575,77.02049618675595,0.0,0.0,0.021387531612969912,0.018244377376405427
2020-09-30,76.33477165585472,77.28217315673828,74.91173807779948,75.92769005185082,38635809.52380952,75.65585181826637,0.0,0.0,-0.017717937900330383,0.03770171457891189
2020-10-31,77.28486355868253,78.40078180486506,76.40743220936169,77.34140881625089,35685636.36363637,77.0645075711337,0.0,0.0,0.018619257056956773,0.02182236172384111
2020-11-30,87.2678596496582,88.37932472229004,86.58364982604981,87.4174243927002,35035400.0,87.10444869995118,0.0,0.0,0.13027970261861732,0.07712732810053785
2020-12-31,88.58605644919656,89.41655072298917,87.7724838256836,88.6139082475142,28605363.636363637,88.29665097323331,0.0,0.0,0.01368704229320028,0.06593712950892745
2021-01-31,90.11350009315892,91.53274977834602,89.11503922311883,90.41918463456004,34823894.7368421,90.09546259829872,0.0,0.0,0.02037236526231001,0.06547030470591547
2021-02-28,103.00597421746505,104.50872160259046,102.11536889327199,103.41784226266961,30977894.736842107,103.047582525956,0.0,0.0,0.14375995809473596,0.07324406123058169
2021-03-31,103.05639150868292,104.24884099545686,101.92068448274031,102.9922399106233,30255826.086956523,102.62350497038469,0.0,0.0,-0.004115356665106651,0.07925828590279749
2021-04-30,114.18275052025204,115.32669539678665,113.43908146449498,114.49211919875373,29261619.04761905,114.08220963251023,0.0,0.0,0.11165770127839925,0.07778288645712812
2021-05-31,117.59072723388672,118.59608726501465,116.6605323791504,117.62977561950683,25455700.0,117.2086338043213,0.0,0.0,0.02740501066627421,0.059854616053787627
2021-06-30,124.9122297113592,125.62403384121981,124.1763239773837,125.06970492276278,24938909.09090909,124.62192604758523,0.0,0.0,0.0632486874272451,0.042282221758812986
2021-07-31,132.09537360781715,133.18115997314453,131.22887311662947,132.33928426106772,21751238.095238097,131.8654803321475,0.0,0.0,0.05812423635465569,0.019385131714082723
2021-08-31,138.8200676657937,139.86595847389916,138.14334106445312,139.32034163041547,16923272.727272727,138.82154152610084,0.0,0.0,0.05275119141440321,0.005249238568035957
2021-09-30,142.3851361955915,143.2163819812593,140.99483816964286,141.8819049653553,24057047.61904762,141.37393188476562,0.0,0.0,0.018386126033508088,0.021559780234110454
2021-10-31,139.97126261393228,141.53709120977493,138.76546950567337,140.44868977864584,23646285.714285713,139.9458523704892,0.0,0.0,-0.010101434509443008,0.03147208130455845
2021-11-30,147.87674531482514,148.99273899623327,146.3836655389695,147.43252418154762,21103428.57142857,146.90468270438058,0.0,0.0,0.04972516309714381,0.029924622333859327
2021-12-31,145.60525373979047,146.92381217262962,144.14915188876066,145.65211417458275,21784545.454545453,145.13064644553444,0.0,0.0,-0.012076104220694384,0.0351248196762628
2022-01-31,136.37314987182617,138.18902359008788,134.36120719909667,136.04272422790527,30775500.0,135.55565872192383,0.0,0.0,-0.06597495400259223,0.057895019571052204
2022-02-28,137.32310485839844,138.99571388646177,134.74785413240133,136.57781621029503,38560526.315789476,136.08883225290398,0.0,0.0,0.0039332443662414285,0.036625449824691125
2022-03-31,135.33309803838316,136.93137193762738,133.63720769467562,135.35639057988706,27713913.04347826,134.87178338092306,0.0,0.0,-0.00894304735982443,0.03720571968371781
2022-04-30,129.66147384643554,130.96688346862794,127.24720993041993,128.61052360534669,28247000.0,128.15006561279296,0.0,0.0,-0.049837835606768244,0.028075824819706
2022-05-31,113.16997637067523,115.2024165562221,111.45849100748698,113.52826254708427,34166000.0,113.12180401030041,0.0,0.0,-0.11727080692959324,0.05470297496570753
2022-06-30,112.70351191929409,114.66466413225446,111.38302067347935,112.8251193818592,29863428.57142857,112.42118036179315,0.0,0.0,-0.006193533197574097,0.055961581306505914
2022-07-31,112.6829002380371,114.84734764099122,111.01572532653809,113.32660026550293,31938330.0,112.92086410522461,0.0,1.0,0.004444747349417355,0.0674116828477344
2022-08-31,117.23043458358102,118.5115217125934,116.10543557871942,117.11478291387144,18737456.52173913,116.69548432723336,0.0,0.0,0.03342712838693296,0.020505886341870432
2022-09-30,104.3192858014788,105.58376203264508,102.90809522356305,104.1085713704427,25380623.80952381,103.735838390532,0.0,0.0,-0.111055247865122,0.07643666697840193
2022-10-31,99.15404728480748,100.9308093843006,98.00419035412017,99.46285792759487,27835119.04761905,99.10675702776227,0.0,0.0,-0.04462374271601999,0.07231901594526079
2022-11-30,94.12738037109375,95.59652455647786,92.68214234851655,94.11333356584821,28735666.666666668,93.77638571602958,0.0,0.0,-0.05378413613351829,0.036002402519166116
2022-12-31,93.10238102504185,94.16357094900948,91.8009534563337,92.73380897158668,23742161.904761903,92.40180133637928,0.0,0.0,-0.014658107893097627,0.02046418889904291
2023-01-31,93.45240020751953,94.92610015869141,92.44059944152832,94.01600074768066,26308905.0,93.67940330505371,0.0,0.0,0.013826591583679715,0.03394464781719788
2023-02-28,96.6794204711914,98.15999884354441,95.32700026662727,96.80894751297801,39705289.473684214,96.46234893798828,0.0,0.0,0.02970712381538454,0.022479039098650018
2023-03-31,97.9356520279594,99.67265253481658,97.08887017291525,98.55869591754416,31542482.608695652,98.20583277163298,0.0,0.0,0.01807424194869567,0.008221493965108994
2023-04-30,105.9944735075298,107.3723682604338,104.91852569580078,106.34842159873561,24298457.89473684,105.9676698383532,0.0,0.0,0.07903641614413615,0.03236533563556067
2023-05-31,116.26863653009588,118.07450034401633,115.31563672152433,116.74568176269531,28196245.454545453,116.32770503651012,0.0,0.0,0.09776599989374568,0.04166925380189663
2023-06-30,123.01290421258835,124.6316677275158,121.86119043259393,123.22809564499627,24827919.04761905,122.78690846761067,0.0,0.0,0.05552592505004106,0.021165082965901166
2023-07-31,123.62005004882812,125.0810001373291,122.42049980163574,123.55349922180176,26272845.0,123.11114883422852,0.0,0.0,0.0026406753835925834,0.04766183119689214
2023-08-31,131.00617417045262,132.5456954292629,129.9071748153023,131.14913077976394,20151391.304347824,130.67958665930706,0.0,0.0,0.06147646169129328,0.03238803346157048
2023-09-30,135.23145065307617,136.42994918823243,133.92649993896484,135.1965019226074,19479695.0,134.71246414184571,0.0,0.0,0.030860806845469435,0.02942601992514339
2023-10-31,135.23931815407494,136.66072949496183,133.7740454240279,135.3540909507058,23403504.545454547,134.8694929643111,0.0,0.0,0.001165659194683144,0.030156572012928616
2023-11-30,134.5969049362909,135.87271517799013,133.6069038027809,134.86856987362816,19315995.23809524,134.38571166992188,0.0,0.0,-0.0035870327956021297,0.018668349021331437
2023-12-31,136.64495162963868,138.01215057373048,135.70944900512694,136.90750045776366,24102970.0,136.41733779907227,0.0,0.0,0.015117873052906683,0.009722189872500307
2024-01-31,145.0796196347191,146.59690420968192,144.06314304896765,145.42571440197173,20417676.19047619,144.90505836123512,0.0,0.0,0.062218781711341764,0.03390863784292065
2024-02-29,144.11250076293945,145.29694900512695,142.6752502441406,144.06799850463867,23761570.0,143.5522003173828,0.0,0.0,-0.00933616851718011,0.0363698745478727
2024-03-31,143.35900115966797,144.89529876708986,142.0952507019043,143.48149871826172,25350660.0,142.96780090332032,0.0,0.0,-0.004070988899998906,0.039879331961789354
2024-04-30,158.37386391379616,160.37754474986684,156.87231861461294,158.73090917413884,22131286.363636363,158.1626177701083,0.0,0.0,0.10628139182936192,0.06528500377769926
2024-05-31,172.9662260575728,174.61572681773794,171.64804354580966,173.57363614169034,17817618.181818184,172.95220253684303,0.0,0.0,0.0935087252300768,0.06036360597026648
2024-06-30,178.80668479517885,180.59221046849302,177.6211579975329,179.24368446751646,18494900.0,178.7526188900596,0.010526315789473684,0.0,0.03353768421642944,0.038840086185951445
2024-07-31,182.70840939608487,184.36995350230825,180.78181873668325,182.19681895862925,16116613.636363637,181.7510993263938,0.0,0.0,0.016774469962750116,0.040343684024075246
2024-08-31,165.35768266157672,167.33977300470525,163.65509241277522,165.32090759277344,17709959.09090909,164.91647338867188,0.0,0.0,-0.09262461685301737,0.0685153167296388
2024-09-30,160.00460052490234,161.28635025024414,158.145499420166,159.33649978637695,19456025.0,159.11476364135743,0.01,0.0,-0.0351796859834681,0.054722503900459914
2024-10-31,167.38021651558253,168.92726068911344,165.5090856137483,166.90565225352412,16598217.391304348,166.71651359226394,0.0,0.0,0.047775264701651166,0.07058513850467252
2024-11-30,174.94575119018555,176.5228515625,173.2337989807129,175.15550155639647,18032700.0,174.95701446533204,0.0,0.0,0.0494282221689315,0.04837829098794221
2024-12-31,187.62452552432106,190.47614397321428,185.83523704892113,188.2933349609375,21309480.95238095,188.24623325892858,0.009523809523809525,0.0,0.07595705056015234,0.01581520396313753
